dataset,model,seed,label_rate,ablation,noise_level,accuracy,best_epoch,train_time,attn_entropy_l1,attn_entropy_l2
Cora,GAT,3,0.01,Gaussian,0.5,0.35424354672431946,237,1.7660512924194336,2.0541269779205322,0.2874414622783661
Cora,GAT,3,0.01,EdgeDrop,NA,0.6236162185668945,343,2.7771353721618652,2.377108573913574,0.29780635237693787
Cora,GAT,3,0.03,Vanilla,NA,0.7712177038192749,329,2.2311854362487793,2.3023033142089844,0.28818055987358093
Cora,GAT,3,0.03,Identity,NA,0.5774908065795898,157,1.4078199863433838,2.2842330932617188,0.28821608424186707
Cora,GAT,3,0.03,Shuffled,NA,0.4723247289657593,213,1.668128490447998,2.3012402057647705,0.2880675792694092
Cora,GAT,3,0.03,Gaussian,0.1,0.5387454032897949,152,1.2924582958221436,2.2416231632232666,0.28805676102638245
Cora,GAT,3,0.03,Gaussian,0.3,0.5295202732086182,227,1.710578203201294,2.203955888748169,0.2879883646965027
Cora,GAT,3,0.03,Gaussian,0.5,0.5129151344299316,521,3.7455596923828125,2.165935516357422,0.2878377437591553
Cora,GAT,3,0.03,EdgeDrop,NA,0.7546125650405884,287,2.0165295600891113,2.379648208618164,0.29772815108299255
Cora,GAT,3,0.05,Vanilla,NA,0.8044280409812927,329,2.247204542160034,2.3013081550598145,0.2880675196647644
Cora,GAT,3,0.05,Identity,NA,0.6494464874267578,270,2.040982961654663,2.2722537517547607,0.28819626569747925
Cora,GAT,3,0.05,Shuffled,NA,0.5184502005577087,215,1.6186323165893555,2.298997402191162,0.28808751702308655
Cora,GAT,3,0.05,Gaussian,0.1,0.6143911480903625,176,1.5965967178344727,2.2470672130584717,0.28779661655426025
Cora,GAT,3,0.05,Gaussian,0.3,0.597786009311676,489,3.4164695739746094,2.2398879528045654,0.28790268301963806
Cora,GAT,3,0.05,Gaussian,0.5,0.5996310114860535,445,2.8519930839538574,2.1983633041381836,0.28778988122940063
Cora,GAT,3,0.05,EdgeDrop,NA,0.8007380366325378,250,1.8196752071380615,2.3806519508361816,0.29780229926109314
Cora,GAT,3,0.1,Vanilla,NA,0.7915129065513611,232,1.764765977859497,2.3013384342193604,0.2881634533405304
Cora,GAT,3,0.1,Identity,NA,0.6660516858100891,263,2.1461520195007324,2.27468204498291,0.2881774306297302
Cora,GAT,3,0.1,Shuffled,NA,0.5424354076385498,280,2.310350179672241,2.2802951335906982,0.287891149520874
Cora,GAT,3,0.1,Gaussian,0.1,0.6531365513801575,146,1.286350965499878,2.230855703353882,0.2879240810871124
Cora,GAT,3,0.1,Gaussian,0.3,0.6623616218566895,226,1.6978540420532227,2.2054758071899414,0.28795287013053894
Cora,GAT,3,0.1,Gaussian,0.5,0.6531365513801575,496,3.221864938735962,2.2074620723724365,0.28778108954429626
Cora,GAT,3,0.1,EdgeDrop,NA,0.7988929748535156,369,2.4379444122314453,2.3815486431121826,0.2977919280529022
Cora,GAT,4,0.01,Vanilla,NA,0.6992620229721069,422,3.356078863143921,2.3002004623413086,0.2882249653339386
Cora,GAT,4,0.01,Identity,NA,0.4852398633956909,290,2.216114044189453,2.290595054626465,0.28821301460266113
Cora,GAT,4,0.01,Shuffled,NA,0.34317344427108765,189,1.593888521194458,2.304077625274658,0.2878437042236328
Cora,GAT,4,0.01,Gaussian,0.1,0.4723247289657593,118,1.1989226341247559,2.249933958053589,0.28812748193740845
Cora,GAT,4,0.01,Gaussian,0.3,0.4723247289657593,148,1.3279812335968018,2.1874139308929443,0.28789061307907104
Cora,GAT,4,0.01,Gaussian,0.5,0.4630996286869049,322,2.3059611320495605,2.0958173274993896,0.28795093297958374
Cora,GAT,4,0.01,EdgeDrop,NA,0.6402214169502258,339,2.88812518119812,2.3791441917419434,0.2978273034095764
Cora,GAT,4,0.03,Vanilla,NA,0.8007380366325378,300,2.216362476348877,2.2988860607147217,0.2881375253200531
Cora,GAT,4,0.03,Identity,NA,0.5811808109283447,184,1.648345708847046,2.2843587398529053,0.28819000720977783
Cora,GAT,4,0.03,Shuffled,NA,0.37453874945640564,208,1.733703374862671,2.3008382320404053,0.2878882586956024
Cora,GAT,4,0.03,Gaussian,0.1,0.562730610370636,183,1.5199060440063477,2.2342517375946045,0.28814563155174255
Cora,GAT,4,0.03,Gaussian,0.3,0.5332103371620178,183,1.5147418975830078,2.2071914672851562,0.2879554331302643
Cora,GAT,4,0.03,Gaussian,0.5,0.5424354076385498,281,2.385272741317749,2.177426815032959,0.28798988461494446
Cora,GAT,4,0.03,EdgeDrop,NA,0.7822878360748291,411,2.8497231006622314,2.379270315170288,0.29783007502555847
Cora,GAT,4,0.05,Vanilla,NA,0.821033239364624,288,2.0246148109436035,2.301715135574341,0.2879885733127594
Cora,GAT,4,0.05,Identity,NA,0.6273062825202942,245,1.9223990440368652,2.279845952987671,0.28822633624076843
Cora,GAT,4,0.05,Shuffled,NA,0.48708486557006836,292,2.033808469772339,2.299922227859497,0.288152813911438
Cora,GAT,4,0.05,Gaussian,0.1,0.5904059410095215,183,1.491997241973877,2.2540109157562256,0.2880009114742279
Cora,GAT,4,0.05,Gaussian,0.3,0.5996310114860535,148,1.6592164039611816,2.2189879417419434,0.2879714369773865
Cora,GAT,4,0.05,Gaussian,0.5,0.5996310114860535,587,3.647068738937378,2.2224881649017334,0.28772997856140137
Cora,GAT,4,0.05,EdgeDrop,NA,0.7804428339004517,213,1.6385767459869385,2.380098581314087,0.29774561524391174
Cora,GAT,4,0.1,Vanilla,NA,0.8321033120155334,313,2.181302785873413,2.302642583847046,0.2879694402217865
Cora,GAT,4,0.1,Identity,NA,0.7047970294952393,184,1.5814878940582275,2.281926155090332,0.288194864988327
Cora,GAT,4,0.1,Shuffled,NA,0.5332103371620178,321,2.534499406814575,2.295891284942627,0.28790372610092163
Cora,GAT,4,0.1,Gaussian,0.1,0.6771217584609985,241,1.9766314029693604,2.2530784606933594,0.2881735861301422
Cora,GAT,4,0.1,Gaussian,0.3,0.669741690158844,278,1.9746224880218506,2.2473342418670654,0.2879834771156311
Cora,GAT,4,0.1,Gaussian,0.5,0.6623616218566895,328,2.2303812503814697,2.2376372814178467,0.2879065275192261
Cora,GAT,4,0.1,EdgeDrop,NA,0.8099631071090698,201,1.5492768287658691,2.3798859119415283,0.297733336687088
