dataset,model,seed,label_rate,ablation,noise_level,accuracy,best_epoch,train_time
SyntheticHeterophilous,GraphSAGE,2,0.05,Gaussian,0.1,0.35249999165534973,6,0.20868396759033203
SyntheticHeterophilous,GraphSAGE,2,0.05,Gaussian,0.3,0.3199999928474426,4,0.2041645050048828
SyntheticHeterophilous,GraphSAGE,2,0.05,Gaussian,0.5,0.3100000023841858,5,0.20510435104370117
SyntheticHeterophilous,GraphSAGE,2,0.05,EdgeDrop,,0.35499998927116394,6,0.17715668678283691
SyntheticHeterophilous,GraphSAGE,2,0.1,Vanilla,,0.44749999046325684,5,0.2052016258239746
SyntheticHeterophilous,GraphSAGE,2,0.1,Identity,,0.21249999105930328,9,1.428436040878296
SyntheticHeterophilous,GraphSAGE,2,0.1,Shuffled,,0.2199999988079071,9,0.22089695930480957
SyntheticHeterophilous,GraphSAGE,2,0.1,Gaussian,0.1,0.429999977350235,6,0.20953750610351562
SyntheticHeterophilous,GraphSAGE,2,0.1,Gaussian,0.3,0.38749998807907104,6,0.21206879615783691
SyntheticHeterophilous,GraphSAGE,2,0.1,Gaussian,0.5,0.36249998211860657,5,0.20570063591003418
SyntheticHeterophilous,GraphSAGE,2,0.1,EdgeDrop,,0.4399999976158142,6,0.17913484573364258
SyntheticHeterophilous,GraphSAGE,3,0.01,Vanilla,,0.29999998211860657,7,0.2124640941619873
SyntheticHeterophilous,GraphSAGE,3,0.01,Identity,,0.21249999105930328,19,1.6686673164367676
SyntheticHeterophilous,GraphSAGE,3,0.01,Shuffled,,0.19249999523162842,5,0.2047584056854248
SyntheticHeterophilous,GraphSAGE,3,0.01,Gaussian,0.1,0.2874999940395355,4,0.2022993564605713
SyntheticHeterophilous,GraphSAGE,3,0.01,Gaussian,0.3,0.29999998211860657,3,0.2166903018951416
SyntheticHeterophilous,GraphSAGE,3,0.01,Gaussian,0.5,0.29249998927116394,11,0.23893976211547852
SyntheticHeterophilous,GraphSAGE,3,0.01,EdgeDrop,,0.29749998450279236,7,0.19936585426330566
SyntheticHeterophilous,GraphSAGE,3,0.03,Vanilla,,0.3425000011920929,4,0.21906709671020508
SyntheticHeterophilous,GraphSAGE,3,0.03,Identity,,0.23499999940395355,18,1.6532070636749268
SyntheticHeterophilous,GraphSAGE,3,0.03,Shuffled,,0.21249999105930328,8,0.21864056587219238
SyntheticHeterophilous,GraphSAGE,3,0.03,Gaussian,0.1,0.3425000011920929,4,0.20119810104370117
SyntheticHeterophilous,GraphSAGE,3,0.03,Gaussian,0.3,0.35249999165534973,9,0.2192223072052002
SyntheticHeterophilous,GraphSAGE,3,0.03,Gaussian,0.5,0.3649999797344208,7,0.21207118034362793
SyntheticHeterophilous,GraphSAGE,3,0.03,EdgeDrop,,0.3449999988079071,3,0.1698305606842041
SyntheticHeterophilous,GraphSAGE,3,0.05,Vanilla,,0.35999998450279236,4,0.20156288146972656
SyntheticHeterophilous,GraphSAGE,3,0.05,Identity,,0.2824999988079071,18,1.6447861194610596
SyntheticHeterophilous,GraphSAGE,3,0.05,Shuffled,,0.23250000178813934,12,0.2444777488708496
SyntheticHeterophilous,GraphSAGE,3,0.05,Gaussian,0.1,0.3725000023841858,4,0.20093035697937012
SyntheticHeterophilous,GraphSAGE,3,0.05,Gaussian,0.3,0.3649999797344208,4,0.20135140419006348
SyntheticHeterophilous,GraphSAGE,3,0.05,Gaussian,0.5,0.3725000023841858,4,0.20146942138671875
SyntheticHeterophilous,GraphSAGE,3,0.05,EdgeDrop,,0.36249998211860657,4,0.17640423774719238
SyntheticHeterophilous,GraphSAGE,3,0.1,Vanilla,,0.4274999797344208,5,0.20516729354858398
SyntheticHeterophilous,GraphSAGE,3,0.1,Identity,,0.41999998688697815,14,1.5470058917999268
SyntheticHeterophilous,GraphSAGE,3,0.1,Shuffled,,0.19749999046325684,23,0.27365684509277344
SyntheticHeterophilous,GraphSAGE,3,0.1,Gaussian,0.1,0.42249998450279236,6,0.20785260200500488
SyntheticHeterophilous,GraphSAGE,3,0.1,Gaussian,0.3,0.4375,5,0.20542359352111816
SyntheticHeterophilous,GraphSAGE,3,0.1,Gaussian,0.5,0.4124999940395355,4,0.20228052139282227
SyntheticHeterophilous,GraphSAGE,3,0.1,EdgeDrop,,0.4325000047683716,5,0.17494583129882812
SyntheticHeterophilous,GraphSAGE,4,0.01,Vanilla,,0.3024999797344208,5,0.20286178588867188
SyntheticHeterophilous,GraphSAGE,4,0.01,Identity,,0.21249999105930328,14,1.5504484176635742
SyntheticHeterophilous,GraphSAGE,4,0.01,Shuffled,,0.17749999463558197,2,0.19931316375732422
SyntheticHeterophilous,GraphSAGE,4,0.01,Gaussian,0.1,0.3149999976158142,4,0.20850181579589844
SyntheticHeterophilous,GraphSAGE,4,0.01,Gaussian,0.3,0.29999998211860657,5,0.21168088912963867
SyntheticHeterophilous,GraphSAGE,4,0.01,Gaussian,0.5,0.2874999940395355,5,0.22495055198669434
SyntheticHeterophilous,GraphSAGE,4,0.01,EdgeDrop,,0.3174999952316284,4,0.19524145126342773
SyntheticHeterophilous,GraphSAGE,4,0.03,Vanilla,,0.41999998688697815,15,0.2630014419555664
SyntheticHeterophilous,GraphSAGE,4,0.03,Identity,,0.21249999105930328,15,1.5709145069122314
SyntheticHeterophilous,GraphSAGE,4,0.03,Shuffled,,0.19749999046325684,2,0.19421696662902832
SyntheticHeterophilous,GraphSAGE,4,0.03,Gaussian,0.1,0.41499999165534973,12,0.2316265106201172
SyntheticHeterophilous,GraphSAGE,4,0.03,Gaussian,0.3,0.39249998331069946,3,0.20088458061218262
SyntheticHeterophilous,GraphSAGE,4,0.03,Gaussian,0.5,0.3774999976158142,4,0.20596647262573242
SyntheticHeterophilous,GraphSAGE,4,0.03,EdgeDrop,,0.42249998450279236,14,0.21056604385375977
SyntheticHeterophilous,GraphSAGE,4,0.05,Vanilla,,0.41499999165534973,13,0.23491144180297852
SyntheticHeterophilous,GraphSAGE,4,0.05,Identity,,0.21249999105930328,13,1.5237693786621094
SyntheticHeterophilous,GraphSAGE,4,0.05,Shuffled,,0.22499999403953552,9,0.2200472354888916
SyntheticHeterophilous,GraphSAGE,4,0.05,Gaussian,0.1,0.3799999952316284,21,0.26451563835144043
SyntheticHeterophilous,GraphSAGE,4,0.05,Gaussian,0.3,0.39249998331069946,12,0.23389339447021484
SyntheticHeterophilous,GraphSAGE,4,0.05,Gaussian,0.5,0.3700000047683716,3,0.20009851455688477
SyntheticHeterophilous,GraphSAGE,4,0.05,EdgeDrop,,0.4124999940395355,6,0.1782071590423584
SyntheticHeterophilous,GraphSAGE,4,0.1,Vanilla,,0.4375,13,0.2364950180053711
SyntheticHeterophilous,GraphSAGE,4,0.1,Identity,,0.23250000178813934,13,1.5236561298370361
SyntheticHeterophilous,GraphSAGE,4,0.1,Shuffled,,0.19249999523162842,2,0.19393515586853027
SyntheticHeterophilous,GraphSAGE,4,0.1,Gaussian,0.1,0.4399999976158142,10,0.22313642501831055
SyntheticHeterophilous,GraphSAGE,4,0.1,Gaussian,0.3,0.4325000047683716,13,0.23453140258789062
SyntheticHeterophilous,GraphSAGE,4,0.1,Gaussian,0.5,0.41999998688697815,10,0.2242746353149414
SyntheticHeterophilous,GraphSAGE,4,0.1,EdgeDrop,,0.4399999976158142,15,0.20763039588928223
