dataset,model,seed,label_rate,ablation,noise_level,accuracy,best_epoch,train_time,attn_entropy_l1,attn_entropy_l2
CiteSeer,GAT,4,0.01,Gaussian,0.5,0.27927929162979126,28,0.7771928310394287,1.800713300704956,0.28752031922340393
CiteSeer,GAT,4,0.01,EdgeDrop,NA,0.4924924969673157,184,1.7078397274017334,2.438901901245117,0.30487316846847534
CiteSeer,GAT,4,0.03,Vanilla,NA,0.6516516804695129,176,1.6697320938110352,2.4452223777770996,0.3056783080101013
CiteSeer,GAT,4,0.03,Identity,NA,0.41591593623161316,166,1.5783288478851318,2.4308035373687744,0.30567193031311035
CiteSeer,GAT,4,0.03,Shuffled,NA,0.27027028799057007,125,1.3824012279510498,2.445140838623047,0.3053535223007202
CiteSeer,GAT,4,0.03,Gaussian,0.1,0.3678678870201111,253,2.509716272354126,2.397730588912964,0.30556097626686096
CiteSeer,GAT,4,0.03,Gaussian,0.3,0.3768768906593323,351,2.7145872116088867,2.3503034114837646,0.3054432272911072
CiteSeer,GAT,4,0.03,Gaussian,0.5,0.37387388944625854,741,5.053435325622559,2.315624475479126,0.3054393529891968
CiteSeer,GAT,4,0.03,EdgeDrop,NA,0.6126126050949097,239,2.152269124984741,2.438908338546753,0.3048204779624939
CiteSeer,GAT,4,0.05,Vanilla,NA,0.684684693813324,81,1.3081748485565186,2.445359230041504,0.305591344833374
CiteSeer,GAT,4,0.05,Identity,NA,0.4519519507884979,121,1.367952585220337,2.433987855911255,0.30564644932746887
CiteSeer,GAT,4,0.05,Shuffled,NA,0.31081080436706543,342,2.6445975303649902,2.445280075073242,0.30555567145347595
CiteSeer,GAT,4,0.05,Gaussian,0.1,0.43393394351005554,170,1.6279730796813965,2.4139389991760254,0.30537062883377075
CiteSeer,GAT,4,0.05,Gaussian,0.3,0.4369369447231293,284,2.2939939498901367,2.350639820098877,0.30524787306785583
CiteSeer,GAT,4,0.05,Gaussian,0.5,0.41741743683815,525,4.134758472442627,2.319727897644043,0.3055059313774109
CiteSeer,GAT,4,0.05,EdgeDrop,NA,0.6456456780433655,172,1.6659016609191895,2.4389967918395996,0.30477651953697205
CiteSeer,GAT,4,0.1,Vanilla,NA,0.695195198059082,81,1.103729248046875,2.4453232288360596,0.30564865469932556
CiteSeer,GAT,4,0.1,Identity,NA,0.5180180072784424,121,1.3182129859924316,2.433696746826172,0.30564478039741516
CiteSeer,GAT,4,0.1,Shuffled,NA,0.42042043805122375,346,2.709833860397339,2.44533109664917,0.30549201369285583
CiteSeer,GAT,4,0.1,Gaussian,0.1,0.48048049211502075,123,1.349440574645996,2.4092836380004883,0.30556708574295044
CiteSeer,GAT,4,0.1,Gaussian,0.3,0.48948949575424194,318,2.7193844318389893,2.3793694972991943,0.3054881989955902
CiteSeer,GAT,4,0.1,Gaussian,0.5,0.48498499393463135,382,3.131920099258423,2.3244211673736572,0.30540502071380615
CiteSeer,GAT,4,0.1,EdgeDrop,NA,0.7012012004852295,172,1.6468489170074463,2.4390358924865723,0.3046802580356598
