dataset,model,seed,label_rate,ablation,noise_level,accuracy,best_epoch,train_time
Cora,GCN,1,0.01,gaussian_features,0.1,0.546999990940094,8,0.9614520072937012
Cora,GCN,1,0.01,gaussian_features,0.3,0.4620000123977661,18,1.2837529182434082
Cora,GCN,1,0.01,gaussian_features,0.5,0.40400001406669617,15,1.4392547607421875
Cora,GCN,1,0.01,edge_drop,,0.5400000214576721,8,0.9079797267913818
Cora,GCN,1,0.03,identity,,0.7639999985694885,9,1.0047416687011719
Cora,GCN,1,0.03,shuffled_features,,0.4959999918937683,17,1.2556726932525635
Cora,GCN,1,0.03,gaussian_features,0.1,0.7269999980926514,10,1.0295178890228271
Cora,GCN,1,0.03,gaussian_features,0.3,0.6499999761581421,16,1.5256257057189941
Cora,GCN,1,0.03,gaussian_features,0.5,0.5870000123977661,12,1.5967633724212646
Cora,GCN,1,0.03,edge_drop,,0.75,9,0.9530868530273438
Cora,GCN,1,0.05,identity,,0.8040000200271606,7,1.1194987297058105
Cora,GCN,1,0.05,shuffled_features,,0.5580000281333923,17,1.2243547439575195
Cora,GCN,1,0.05,gaussian_features,0.1,0.753000020980835,7,0.9484457969665527
Cora,GCN,1,0.05,gaussian_features,0.3,0.6869999766349792,12,1.105722188949585
Cora,GCN,1,0.05,gaussian_features,0.5,0.6449999809265137,12,1.1045057773590088
Cora,GCN,1,0.05,edge_drop,,0.7900000214576721,7,0.8789582252502441
Cora,GCN,1,0.1,identity,,0.8619999885559082,9,0.9659779071807861
Cora,GCN,1,0.1,shuffled_features,,0.6600000262260437,22,1.497788906097412
Cora,GCN,1,0.1,gaussian_features,0.1,0.843999981880188,9,1.4687871932983398
Cora,GCN,1,0.1,gaussian_features,0.3,0.7760000228881836,8,1.2658541202545166
Cora,GCN,1,0.1,gaussian_features,0.5,0.7400000095367432,8,1.0329859256744385
Cora,GCN,1,0.1,edge_drop,,0.8429999947547913,8,0.9148406982421875
Cora,GCN,2,0.01,identity,,0.7080000042915344,20,1.3934907913208008
Cora,GCN,2,0.01,shuffled_features,,0.35100001096725464,21,1.431875467300415
Cora,GCN,2,0.01,gaussian_features,0.1,0.6240000128746033,11,1.0910089015960693
Cora,GCN,2,0.01,gaussian_features,0.3,0.47699999809265137,28,1.6720285415649414
Cora,GCN,2,0.01,gaussian_features,0.5,0.421999990940094,26,1.6153438091278076
Cora,GCN,2,0.01,edge_drop,,0.6759999990463257,13,1.520038366317749
Cora,GCN,2,0.03,identity,,0.7950000166893005,14,1.5297253131866455
Cora,GCN,2,0.03,shuffled_features,,0.4690000116825104,14,1.199343204498291
Cora,GCN,2,0.03,gaussian_features,0.1,0.7200000286102295,9,1.0010879039764404
Cora,GCN,2,0.03,gaussian_features,0.3,0.6069999933242798,10,1.0347013473510742
Cora,GCN,2,0.03,gaussian_features,0.5,0.5419999957084656,9,0.9942636489868164
Cora,GCN,2,0.03,edge_drop,,0.7829999923706055,16,1.1774814128875732
Cora,GCN,2,0.05,identity,,0.8299999833106995,19,1.352735996246338
Cora,GCN,2,0.05,shuffled_features,,0.5180000066757202,20,1.433772087097168
Cora,GCN,2,0.05,gaussian_features,0.1,0.7870000004768372,9,0.9985275268554688
Cora,GCN,2,0.05,gaussian_features,0.3,0.6840000152587891,10,1.4336647987365723
Cora,GCN,2,0.05,gaussian_features,0.5,0.6140000224113464,8,1.3415729999542236
Cora,GCN,2,0.05,edge_drop,,0.8069999814033508,10,0.987926721572876
Cora,GCN,2,0.1,identity,,0.8600000143051147,13,1.1336722373962402
Cora,GCN,2,0.1,shuffled_features,,0.6480000019073486,21,1.425333023071289
Cora,GCN,2,0.1,gaussian_features,0.1,0.8270000219345093,10,1.0655395984649658
Cora,GCN,2,0.1,gaussian_features,0.3,0.746999979019165,9,0.9831492900848389
Cora,GCN,2,0.1,gaussian_features,0.5,0.7139999866485596,16,1.2025225162506104
Cora,GCN,2,0.1,edge_drop,,0.8399999737739563,9,0.9103131294250488
Cora,GCN,3,0.01,identity,,0.6549999713897705,11,0.9918797016143799
Cora,GCN,3,0.01,shuffled_features,,0.35100001096725464,14,1.209747552871704
Cora,GCN,3,0.01,gaussian_features,0.1,0.5950000286102295,28,2.168339729309082
Cora,GCN,3,0.01,gaussian_features,0.3,0.453000009059906,14,1.081723690032959
Cora,GCN,3,0.01,gaussian_features,0.5,0.41200000047683716,23,1.3471567630767822
Cora,GCN,3,0.01,edge_drop,,0.6520000100135803,41,1.8424403667449951
Cora,GCN,3,0.03,identity,,0.753000020980835,34,1.6396198272705078
Cora,GCN,3,0.03,shuffled_features,,0.45500001311302185,13,1.0201897621154785
Cora,GCN,3,0.03,gaussian_features,0.1,0.7419999837875366,35,1.7061476707458496
Cora,GCN,3,0.03,gaussian_features,0.3,0.6380000114440918,126,5.233570098876953
Cora,GCN,3,0.03,gaussian_features,0.5,0.531000018119812,37,1.7566633224487305
